a_id,a_name,b_id,b_name,score,reasons,a_date,b_date,a_coords,b_coords,a_map,b_map
BDS-MASTER-0212,Holiday Beach tại Đà Nẵng đánh giá nhanh phương án vận hành khách sạn tạm thời trong thời gian ngắn,BDS-MASTER-0359,chung cư nhiều nhưng số lượng dự án và thị trường thì thấy Đà Nẵng có vẻ sôi động hơn à Nhưng condotel ở Đà Nẵ,140,same_map_link; same_coord_0m,2024-09-14,2024-10-25,"16.053394, 108.247722","16.053394, 108.247722",https://maps.app.goo.gl/cuqyDKdtbfwW1DAa8,https://maps.app.goo.gl/cuqyDKdtbfwW1DAa8
BDS-MASTER-0212,Holiday Beach tại Đà Nẵng đánh giá nhanh phương án vận hành khách sạn tạm thời trong thời gian ngắn,BDS-MASTER-0426,Khu nhà ở công nhân và chuyên gia tại xã Nhơn Trạch của Công ty TNHH Vạn Phúc,140,same_map_link; same_coord_0m,2024-09-14,,"16.053394, 108.247722","16.053394, 108.247722",https://maps.app.goo.gl/cuqyDKdtbfwW1DAa8,https://maps.app.goo.gl/cuqyDKdtbfwW1DAa8
BDS-MASTER-0213,Hội An Riverside Resort & Spa,BDS-MASTER-0240,Aqua city của Novaland đã được tháo gỡ vướng mắc về pháp lý,140,same_map_link; same_coord_0m,2024-11-15,2024-11-19,"15.8884285, 108.3559502","15.8884285, 108.3559502",https://maps.app.goo.gl/zNrudtbb4kMk2xxv5,https://maps.app.goo.gl/zNrudtbb4kMk2xxv5
BDS-MASTER-0213,Hội An Riverside Resort & Spa,BDS-MASTER-0248,Khu Đô Thị Văn Giang (Red River Villa) tại Hưng Yên,140,same_map_link; same_coord_0m,2024-11-15,,"15.8884285, 108.3559502","15.8884285, 108.3559502",https://maps.app.goo.gl/zNrudtbb4kMk2xxv5,https://maps.app.goo.gl/zNrudtbb4kMk2xxv5
BDS-MASTER-0213,Hội An Riverside Resort & Spa,BDS-MASTER-0272,đạt hiệu quả với giá mua dự án ở khoảng 17 triệu đồng/m2 ~ ngưỡng giá mua dự án 520 tỷ đồng,140,same_map_link; same_coord_0m,2024-11-15,,"15.8884285, 108.3559502","15.8884285, 108.3559502",https://maps.app.goo.gl/zNrudtbb4kMk2xxv5,https://maps.app.goo.gl/zNrudtbb4kMk2xxv5
BDS-MASTER-0213,Hội An Riverside Resort & Spa,BDS-MASTER-0411,ở vị trí khác nên phương án kinh doanh đưa lên không còn chính xác,140,same_map_link; same_coord_0m,2024-11-15,2025-09-23,"15.8884285, 108.3559502","15.8884285, 108.3559502",https://maps.app.goo.gl/zNrudtbb4kMk2xxv5,https://maps.app.goo.gl/zNrudtbb4kMk2xxv5
BDS-MASTER-0213,Hội An Riverside Resort & Spa,BDS-MASTER-0412,12ha đủ lớn để có thể địn hướng triển khai tiện ích cảnh quan,140,same_map_link; same_coord_0m,2024-11-15,,"15.8884285, 108.3559502","15.8884285, 108.3559502",https://maps.app.goo.gl/zNrudtbb4kMk2xxv5,https://maps.app.goo.gl/zNrudtbb4kMk2xxv5
BDS-MASTER-0215,Khu chung Cư và văn phòng An PHú Quy hoạch chỉ tiết 1/500 đã được phê duyệt có 3 khu chức năng chính,BDS-MASTER-0253,The Bale của Được gửi giá đã giảm mà lại ko lãi hã Dự án Bale này giá có giảm nhưng pháp lý trước đây họ cam k,140,same_map_link; same_coord_0m,2026-03-24,2023-06-01,"10.787164, 106.730618","10.787164, 106.730618",https://maps.app.goo.gl/NT8XaQJv76yrgG946,https://maps.app.goo.gl/NT8XaQJv76yrgG946
BDS-MASTER-0215,Khu chung Cư và văn phòng An PHú Quy hoạch chỉ tiết 1/500 đã được phê duyệt có 3 khu chức năng chính,BDS-MASTER-0390,quy mô trên 1000 ha trước khi Nova bị mất thanh khoản định xúc tiến ở Bà Rịa,140,same_map_link; same_coord_0m,2026-03-24,2024-12-16,"10.787164, 106.730618","10.787164, 106.730618",https://maps.app.goo.gl/NT8XaQJv76yrgG946,https://maps.app.goo.gl/NT8XaQJv76yrgG946
BDS-MASTER-0217,Khu gia đình quân nhân quân chủng PK-KQ (8,BDS-MASTER-0333,ạ! Về phần diện tích đất cũng same same với nh,140,same_map_link; same_coord_0m,,2023-06-07,"10.958864, 106.824125","10.958864, 106.824125",https://maps.app.goo.gl/ET75kfpwVX837fEE6; https://maps.app.goo.gl/47PLkeuNfzKvw38w8; https://maps.app.goo.gl/RXcEPNYx6EwAbDxF9,https://maps.app.goo.gl/ET75kfpwVX837fEE6; https://maps.app.goo.gl/47PLkeuNfzKvw38w8; https://maps.app.goo.gl/RXcEPNYx6EwAbDxF9
BDS-MASTER-0218,Masteri An Phú - Masteri Thảo Điền - The Vista tăng 40-50% giá trị chỉ trong 3 tháng ) 🎉 Nếu lấy sàn thứ 2 (70,BDS-MASTER-0225,căn hộ Đức Long Western Park Dự án Đức Long Western Park tại quận Bình Tân,140,same_map_link; same_coord_0m,2025-10-11,2025-04-03,"10.696269, 106.613762","10.696269, 106.613762",https://goo.gl/maps/XXMLm2Ebm5FEFwig7,https://goo.gl/maps/XXMLm2Ebm5FEFwig7
BDS-MASTER-0218,Masteri An Phú - Masteri Thảo Điền - The Vista tăng 40-50% giá trị chỉ trong 3 tháng ) 🎉 Nếu lấy sàn thứ 2 (70,BDS-MASTER-0255,chỉ mới trong giai đoạn pháp lý đền bù GPMB thì được xem là quỹ đất và được định giá lại theo phương thức giá,140,same_map_link; same_coord_0m,2025-10-11,2025-05-06,"10.696269, 106.613762","10.696269, 106.613762",https://goo.gl/maps/XXMLm2Ebm5FEFwig7,https://goo.gl/maps/XXMLm2Ebm5FEFwig7
BDS-MASTER-0220,Richland Quận 9,BDS-MASTER-0232,trên có diện tích hơn 77ha,140,same_map_link; same_coord_0m,2026-07-02,2025-08-13,"10.970034, 106.715651","10.970034, 106.715651",https://maps.app.goo.gl/t178LDzcrFtjxgEz9,https://maps.app.goo.gl/t178LDzcrFtjxgEz9
BDS-MASTER-0220,Richland Quận 9,BDS-MASTER-0245,Hải Nhân,140,same_map_link; same_coord_0m,2026-07-02,,"10.970034, 106.715651","10.970034, 106.715651",https://maps.app.goo.gl/t178LDzcrFtjxgEz9,https://maps.app.goo.gl/t178LDzcrFtjxgEz9
BDS-MASTER-0220,Richland Quận 9,BDS-MASTER-0252,Sông Đà - Quốc Cường Gia Lai (Nguồn từ Mr Tiến R&D) có giá chào 6,140,same_map_link; same_coord_0m,2026-07-02,,"10.970034, 106.715651","10.970034, 106.715651",https://maps.app.goo.gl/t178LDzcrFtjxgEz9,https://maps.app.goo.gl/t178LDzcrFtjxgEz9
BDS-MASTER-0220,Richland Quận 9,BDS-MASTER-0257,do mình có điều chỉnh qh 1/500,140,same_map_link; same_coord_0m,2026-07-02,2023-09-25,"10.970034, 106.715651","10.970034, 106.715651",https://maps.app.goo.gl/t178LDzcrFtjxgEz9,https://maps.app.goo.gl/t178LDzcrFtjxgEz9
BDS-MASTER-0220,Richland Quận 9,BDS-MASTER-0288,KS 25 Trần Phú sẽ đi theo PA 5 tầng nổi + 1 tầng hầm,140,same_map_link; same_coord_0m,2026-07-02,2025-04-28,"10.970034, 106.715651","10.970034, 106.715651",https://maps.app.goo.gl/t178LDzcrFtjxgEz9,https://maps.app.goo.gl/t178LDzcrFtjxgEz9
BDS-MASTER-0220,Richland Quận 9,BDS-MASTER-0297,Với phương án của mình trước là làm phân kh,140,same_map_link; same_coord_0m,2026-07-02,2023-09-25,"10.970034, 106.715651","10.970034, 106.715651",https://maps.app.goo.gl/t178LDzcrFtjxgEz9,https://maps.app.goo.gl/t178LDzcrFtjxgEz9
BDS-MASTER-0220,Richland Quận 9,BDS-MASTER-0327,triển khai chưa mng Team đã trao đổi với A Sơn Trợ lý để lên list các dự án này à,140,same_map_link; same_coord_0m,2026-07-02,2023-10-15,"10.970034, 106.715651","10.970034, 106.715651",https://maps.app.goo.gl/t178LDzcrFtjxgEz9,https://maps.app.goo.gl/t178LDzcrFtjxgEz9
BDS-MASTER-0220,Richland Quận 9,BDS-MASTER-0360,chưa bàn giao nên chưa dc vào ở à,140,same_map_link; same_coord_0m,2026-07-02,2025-04-11,"10.970034, 106.715651","10.970034, 106.715651",https://maps.app.goo.gl/t178LDzcrFtjxgEz9,https://maps.app.goo.gl/t178LDzcrFtjxgEz9
BDS-MASTER-0220,Richland Quận 9,BDS-MASTER-0363,có giá vốn đất thấp trong khi hệ số cao (trên 11 chấm),140,same_map_link; same_coord_0m,2026-07-02,,"10.970034, 106.715651","10.970034, 106.715651",https://maps.app.goo.gl/t178LDzcrFtjxgEz9,https://maps.app.goo.gl/t178LDzcrFtjxgEz9
BDS-MASTER-0220,Richland Quận 9,BDS-MASTER-0396,trên có diện tích,140,same_map_link; same_coord_0m,2026-07-02,2025-08-13,"10.970034, 106.715651","10.970034, 106.715651",https://maps.app.goo.gl/t178LDzcrFtjxgEz9,https://maps.app.goo.gl/t178LDzcrFtjxgEz9
BDS-MASTER-0220,Richland Quận 9,BDS-MASTER-0423,HAI NHAN,140,same_map_link; same_coord_0m,2026-07-02,,"10.970034, 106.715651","10.970034, 106.715651",https://maps.app.goo.gl/t178LDzcrFtjxgEz9,https://maps.app.goo.gl/t178LDzcrFtjxgEz9
BDS-MASTER-0220,Richland Quận 9,BDS-MASTER-0493,Parklane P,140,same_map_link; same_coord_0m,2026-07-02,,"10.970034, 106.715651","10.970034, 106.715651",https://maps.app.goo.gl/t178LDzcrFtjxgEz9,https://maps.app.goo.gl/t178LDzcrFtjxgEz9
BDS-MASTER-0220,Richland Quận 9,BDS-MASTER-0502,thì họ sẽ làm như thế nào Huy M - IM Rồi anh tính phương án thử by Admin 01,140,same_map_link; same_coord_0m,2026-07-02,,"10.970034, 106.715651","10.970034, 106.715651",https://maps.app.goo.gl/t178LDzcrFtjxgEz9,https://maps.app.goo.gl/t178LDzcrFtjxgEz9
BDS-MASTER-0220,Richland Quận 9,BDS-MASTER-0503,đã được đưa vào danh sách thí điểm 171 Số thự tự 41,140,same_map_link; same_coord_0m,2026-07-02,,"10.970034, 106.715651","10.970034, 106.715651",https://maps.app.goo.gl/t178LDzcrFtjxgEz9,https://maps.app.goo.gl/t178LDzcrFtjxgEz9
BDS-MASTER-0222,chưa phê duyệt quyết định/ chấp thuận chủ trương đầu tư,BDS-MASTER-0254,chung cư Việt An,140,same_map_link; same_coord_0m,2024-12-06,2024-12-06,"10.9466553, 106.7451751","10.9466553, 106.7451751",https://maps.app.goo.gl/uKe9j2z7xKHjdR8A7,https://maps.app.goo.gl/uKe9j2z7xKHjdR8A7
BDS-MASTER-0222,chưa phê duyệt quyết định/ chấp thuận chủ trương đầu tư,BDS-MASTER-0290,Nguyễn Thiện Thuật và Đoàn Trần Nghiệp - Nha Trang,140,same_map_link; same_coord_0m,2024-12-06,2025-05-13,"10.9466553, 106.7451751","10.9466553, 106.7451751",https://maps.app.goo.gl/uKe9j2z7xKHjdR8A7,https://maps.app.goo.gl/uKe9j2z7xKHjdR8A7
BDS-MASTER-0222,chưa phê duyệt quyết định/ chấp thuận chủ trương đầu tư,BDS-MASTER-0300,cao tầng với,140,same_map_link; same_coord_0m,2024-12-06,2024-12-11,"10.9466553, 106.7451751","10.9466553, 106.7451751",https://maps.app.goo.gl/uKe9j2z7xKHjdR8A7,https://maps.app.goo.gl/uKe9j2z7xKHjdR8A7
BDS-MASTER-0222,chưa phê duyệt quyết định/ chấp thuận chủ trương đầu tư,BDS-MASTER-0320,phân lô ( ko xây nhà) nào đang rẻ nhất 1 Like reaction,140,same_map_link; same_coord_0m,2024-12-06,2023-06-22,"10.9466553, 106.7451751","10.9466553, 106.7451751",https://maps.app.goo.gl/uKe9j2z7xKHjdR8A7,https://maps.app.goo.gl/uKe9j2z7xKHjdR8A7
BDS-MASTER-0222,chưa phê duyệt quyết định/ chấp thuận chủ trương đầu tư,BDS-MASTER-0429,Phượng Hoàng theo Chính sá… Vậy chốt PkD phương án này đi Ok Sếp,140,same_map_link; same_coord_0m,2024-12-06,2025-09-10,"10.9466553, 106.7451751","10.9466553, 106.7451751",https://maps.app.goo.gl/uKe9j2z7xKHjdR8A7,https://maps.app.goo.gl/uKe9j2z7xKHjdR8A7
BDS-MASTER-0225,căn hộ Đức Long Western Park Dự án Đức Long Western Park tại quận Bình Tân,BDS-MASTER-0255,chỉ mới trong giai đoạn pháp lý đền bù GPMB thì được xem là quỹ đất và được định giá lại theo phương thức giá,140,same_map_link; same_coord_0m,2025-04-03,2025-05-06,"10.696269, 106.613762","10.696269, 106.613762",https://goo.gl/maps/XXMLm2Ebm5FEFwig7,https://goo.gl/maps/XXMLm2Ebm5FEFwig7
BDS-MASTER-0229,là tính khả thi của công tác giải phóng mặt bằng khi diện tích nhà dân nằm xen cài nhiều trong ranh đất dự án,BDS-MASTER-0247,Khu Công Nghiệp Và Khu Phi Thuế Quan Xuân Cầu tại Khu Cảng Cửa Ngõ Quốc Tế Lạch Huyện,140,same_map_link; same_coord_0m,2023-06-23,2024-01-09,"20.8226239, 106.8725158","20.8226239, 106.8725158",https://maps.app.goo.gl/uLPtqwAnwnevw4zz7,https://maps.app.goo.gl/uLPtqwAnwnevw4zz7
BDS-MASTER-0229,là tính khả thi của công tác giải phóng mặt bằng khi diện tích nhà dân nằm xen cài nhiều trong ranh đất dự án,BDS-MASTER-0302,cảng tổng hợp và container Cái Mép Hạ được đề xuất đầu tư với tổng vốn 50,140,same_map_link; same_coord_0m,2023-06-23,2024-06-03,"20.8226239, 106.8725158","20.8226239, 106.8725158",https://maps.app.goo.gl/uLPtqwAnwnevw4zz7,https://maps.app.goo.gl/uLPtqwAnwnevw4zz7
BDS-MASTER-0229,là tính khả thi của công tác giải phóng mặt bằng khi diện tích nhà dân nằm xen cài nhiều trong ranh đất dự án,BDS-MASTER-0380,này là mình vào xây dựng được liền Nó đã bán hơn 200 nền,140,same_map_link; same_coord_0m,2023-06-23,2025-04-11,"20.8226239, 106.8725158","20.8226239, 106.8725158",https://maps.app.goo.gl/uLPtqwAnwnevw4zz7,https://maps.app.goo.gl/uLPtqwAnwnevw4zz7
BDS-MASTER-0232,trên có diện tích hơn 77ha,BDS-MASTER-0245,Hải Nhân,140,same_map_link; same_coord_0m,2025-08-13,,"10.970034, 106.715651","10.970034, 106.715651",https://maps.app.goo.gl/t178LDzcrFtjxgEz9,https://maps.app.goo.gl/t178LDzcrFtjxgEz9
BDS-MASTER-0232,trên có diện tích hơn 77ha,BDS-MASTER-0252,Sông Đà - Quốc Cường Gia Lai (Nguồn từ Mr Tiến R&D) có giá chào 6,140,same_map_link; same_coord_0m,2025-08-13,,"10.970034, 106.715651","10.970034, 106.715651",https://maps.app.goo.gl/t178LDzcrFtjxgEz9,https://maps.app.goo.gl/t178LDzcrFtjxgEz9
BDS-MASTER-0232,trên có diện tích hơn 77ha,BDS-MASTER-0257,do mình có điều chỉnh qh 1/500,140,same_map_link; same_coord_0m,2025-08-13,2023-09-25,"10.970034, 106.715651","10.970034, 106.715651",https://maps.app.goo.gl/t178LDzcrFtjxgEz9,https://maps.app.goo.gl/t178LDzcrFtjxgEz9
BDS-MASTER-0232,trên có diện tích hơn 77ha,BDS-MASTER-0288,KS 25 Trần Phú sẽ đi theo PA 5 tầng nổi + 1 tầng hầm,140,same_map_link; same_coord_0m,2025-08-13,2025-04-28,"10.970034, 106.715651","10.970034, 106.715651",https://maps.app.goo.gl/t178LDzcrFtjxgEz9,https://maps.app.goo.gl/t178LDzcrFtjxgEz9
BDS-MASTER-0232,trên có diện tích hơn 77ha,BDS-MASTER-0297,Với phương án của mình trước là làm phân kh,140,same_map_link; same_coord_0m,2025-08-13,2023-09-25,"10.970034, 106.715651","10.970034, 106.715651",https://maps.app.goo.gl/t178LDzcrFtjxgEz9,https://maps.app.goo.gl/t178LDzcrFtjxgEz9
BDS-MASTER-0232,trên có diện tích hơn 77ha,BDS-MASTER-0327,triển khai chưa mng Team đã trao đổi với A Sơn Trợ lý để lên list các dự án này à,140,same_map_link; same_coord_0m,2025-08-13,2023-10-15,"10.970034, 106.715651","10.970034, 106.715651",https://maps.app.goo.gl/t178LDzcrFtjxgEz9,https://maps.app.goo.gl/t178LDzcrFtjxgEz9
BDS-MASTER-0232,trên có diện tích hơn 77ha,BDS-MASTER-0360,chưa bàn giao nên chưa dc vào ở à,140,same_map_link; same_coord_0m,2025-08-13,2025-04-11,"10.970034, 106.715651","10.970034, 106.715651",https://maps.app.goo.gl/t178LDzcrFtjxgEz9,https://maps.app.goo.gl/t178LDzcrFtjxgEz9
BDS-MASTER-0232,trên có diện tích hơn 77ha,BDS-MASTER-0363,có giá vốn đất thấp trong khi hệ số cao (trên 11 chấm),140,same_map_link; same_coord_0m,2025-08-13,,"10.970034, 106.715651","10.970034, 106.715651",https://maps.app.goo.gl/t178LDzcrFtjxgEz9,https://maps.app.goo.gl/t178LDzcrFtjxgEz9
BDS-MASTER-0232,trên có diện tích hơn 77ha,BDS-MASTER-0396,trên có diện tích,140,same_map_link; same_coord_0m,2025-08-13,2025-08-13,"10.970034, 106.715651","10.970034, 106.715651",https://maps.app.goo.gl/t178LDzcrFtjxgEz9,https://maps.app.goo.gl/t178LDzcrFtjxgEz9
BDS-MASTER-0232,trên có diện tích hơn 77ha,BDS-MASTER-0423,HAI NHAN,140,same_map_link; same_coord_0m,2025-08-13,,"10.970034, 106.715651","10.970034, 106.715651",https://maps.app.goo.gl/t178LDzcrFtjxgEz9,https://maps.app.goo.gl/t178LDzcrFtjxgEz9
BDS-MASTER-0232,trên có diện tích hơn 77ha,BDS-MASTER-0493,Parklane P,140,same_map_link; same_coord_0m,2025-08-13,,"10.970034, 106.715651","10.970034, 106.715651",https://maps.app.goo.gl/t178LDzcrFtjxgEz9,https://maps.app.goo.gl/t178LDzcrFtjxgEz9
BDS-MASTER-0232,trên có diện tích hơn 77ha,BDS-MASTER-0502,thì họ sẽ làm như thế nào Huy M - IM Rồi anh tính phương án thử by Admin 01,140,same_map_link; same_coord_0m,2025-08-13,,"10.970034, 106.715651","10.970034, 106.715651",https://maps.app.goo.gl/t178LDzcrFtjxgEz9,https://maps.app.goo.gl/t178LDzcrFtjxgEz9
BDS-MASTER-0232,trên có diện tích hơn 77ha,BDS-MASTER-0503,đã được đưa vào danh sách thí điểm 171 Số thự tự 41,140,same_map_link; same_coord_0m,2025-08-13,,"10.970034, 106.715651","10.970034, 106.715651",https://maps.app.goo.gl/t178LDzcrFtjxgEz9,https://maps.app.goo.gl/t178LDzcrFtjxgEz9
BDS-MASTER-0237,1 - Lợi nhuận trước thuế/TMĐT 22,BDS-MASTER-0313,là 300 tỷ - Độ nhạy Lợi nhuận trước thuế / Tổng mức đầu tư của dự án với 2 biến số,140,same_map_link; same_coord_0m,2024-09-18,,"10.727928, 106.742496","10.727928, 106.742496",https://maps.app.goo.gl/GdiSL1z7fBFtk3tr8,https://maps.app.goo.gl/GdiSL1z7fBFtk3tr8
BDS-MASTER-0240,Aqua city của Novaland đã được tháo gỡ vướng mắc về pháp lý,BDS-MASTER-0248,Khu Đô Thị Văn Giang (Red River Villa) tại Hưng Yên,140,same_map_link; same_coord_0m,2024-11-19,,"15.8884285, 108.3559502","15.8884285, 108.3559502",https://maps.app.goo.gl/zNrudtbb4kMk2xxv5,https://maps.app.goo.gl/zNrudtbb4kMk2xxv5
BDS-MASTER-0240,Aqua city của Novaland đã được tháo gỡ vướng mắc về pháp lý,BDS-MASTER-0272,đạt hiệu quả với giá mua dự án ở khoảng 17 triệu đồng/m2 ~ ngưỡng giá mua dự án 520 tỷ đồng,140,same_map_link; same_coord_0m,2024-11-19,,"15.8884285, 108.3559502","15.8884285, 108.3559502",https://maps.app.goo.gl/zNrudtbb4kMk2xxv5,https://maps.app.goo.gl/zNrudtbb4kMk2xxv5
BDS-MASTER-0240,Aqua city của Novaland đã được tháo gỡ vướng mắc về pháp lý,BDS-MASTER-0411,ở vị trí khác nên phương án kinh doanh đưa lên không còn chính xác,140,same_map_link; same_coord_0m,2024-11-19,2025-09-23,"15.8884285, 108.3559502","15.8884285, 108.3559502",https://maps.app.goo.gl/zNrudtbb4kMk2xxv5,https://maps.app.goo.gl/zNrudtbb4kMk2xxv5
BDS-MASTER-0240,Aqua city của Novaland đã được tháo gỡ vướng mắc về pháp lý,BDS-MASTER-0412,12ha đủ lớn để có thể địn hướng triển khai tiện ích cảnh quan,140,same_map_link; same_coord_0m,2024-11-19,,"15.8884285, 108.3559502","15.8884285, 108.3559502",https://maps.app.goo.gl/zNrudtbb4kMk2xxv5,https://maps.app.goo.gl/zNrudtbb4kMk2xxv5
BDS-MASTER-0245,Hải Nhân,BDS-MASTER-0252,Sông Đà - Quốc Cường Gia Lai (Nguồn từ Mr Tiến R&D) có giá chào 6,140,same_map_link; same_coord_0m,,,"10.970034, 106.715651","10.970034, 106.715651",https://maps.app.goo.gl/t178LDzcrFtjxgEz9,https://maps.app.goo.gl/t178LDzcrFtjxgEz9
BDS-MASTER-0245,Hải Nhân,BDS-MASTER-0257,do mình có điều chỉnh qh 1/500,140,same_map_link; same_coord_0m,,2023-09-25,"10.970034, 106.715651","10.970034, 106.715651",https://maps.app.goo.gl/t178LDzcrFtjxgEz9,https://maps.app.goo.gl/t178LDzcrFtjxgEz9
BDS-MASTER-0245,Hải Nhân,BDS-MASTER-0288,KS 25 Trần Phú sẽ đi theo PA 5 tầng nổi + 1 tầng hầm,140,same_map_link; same_coord_0m,,2025-04-28,"10.970034, 106.715651","10.970034, 106.715651",https://maps.app.goo.gl/t178LDzcrFtjxgEz9,https://maps.app.goo.gl/t178LDzcrFtjxgEz9
BDS-MASTER-0245,Hải Nhân,BDS-MASTER-0297,Với phương án của mình trước là làm phân kh,140,same_map_link; same_coord_0m,,2023-09-25,"10.970034, 106.715651","10.970034, 106.715651",https://maps.app.goo.gl/t178LDzcrFtjxgEz9,https://maps.app.goo.gl/t178LDzcrFtjxgEz9
BDS-MASTER-0245,Hải Nhân,BDS-MASTER-0327,triển khai chưa mng Team đã trao đổi với A Sơn Trợ lý để lên list các dự án này à,140,same_map_link; same_coord_0m,,2023-10-15,"10.970034, 106.715651","10.970034, 106.715651",https://maps.app.goo.gl/t178LDzcrFtjxgEz9,https://maps.app.goo.gl/t178LDzcrFtjxgEz9
BDS-MASTER-0245,Hải Nhân,BDS-MASTER-0360,chưa bàn giao nên chưa dc vào ở à,140,same_map_link; same_coord_0m,,2025-04-11,"10.970034, 106.715651","10.970034, 106.715651",https://maps.app.goo.gl/t178LDzcrFtjxgEz9,https://maps.app.goo.gl/t178LDzcrFtjxgEz9
BDS-MASTER-0245,Hải Nhân,BDS-MASTER-0363,có giá vốn đất thấp trong khi hệ số cao (trên 11 chấm),140,same_map_link; same_coord_0m,,,"10.970034, 106.715651","10.970034, 106.715651",https://maps.app.goo.gl/t178LDzcrFtjxgEz9,https://maps.app.goo.gl/t178LDzcrFtjxgEz9
BDS-MASTER-0245,Hải Nhân,BDS-MASTER-0396,trên có diện tích,140,same_map_link; same_coord_0m,,2025-08-13,"10.970034, 106.715651","10.970034, 106.715651",https://maps.app.goo.gl/t178LDzcrFtjxgEz9,https://maps.app.goo.gl/t178LDzcrFtjxgEz9
BDS-MASTER-0245,Hải Nhân,BDS-MASTER-0493,Parklane P,140,same_map_link; same_coord_0m,,,"10.970034, 106.715651","10.970034, 106.715651",https://maps.app.goo.gl/t178LDzcrFtjxgEz9,https://maps.app.goo.gl/t178LDzcrFtjxgEz9
BDS-MASTER-0245,Hải Nhân,BDS-MASTER-0502,thì họ sẽ làm như thế nào Huy M - IM Rồi anh tính phương án thử by Admin 01,140,same_map_link; same_coord_0m,,,"10.970034, 106.715651","10.970034, 106.715651",https://maps.app.goo.gl/t178LDzcrFtjxgEz9,https://maps.app.goo.gl/t178LDzcrFtjxgEz9
