candidate_key,existing_project_id,project_name_candidate,mention_count,first_report_date,latest_report_date,map_urls,land_area_mentions,price_mentions,sample_excerpt
kdc long phước có quy mô 18ha tại phường long phước,,KDC Long Phước có quy mô 18ha tại Phường Long Phước,1,2023-12-27,2023-12-27,https://maps.app.goo.gl/zAmPVdt254bS1UUU7,18ha; 180.123m2; 311 m2; 1.5ha; 4309 m2,2200 tỷ; 101 tr/m2; 80tr/m2; 49 tr/m2; 45 tr/m2; 24.3tr/m2; 4.939 tỷ; 2.249 tỷ; 2.200 tỷ; 2.690 tỷ; 9073 tỷ; 8.116 tỷ; 2.653 tỷ; 2100 tỷ,"Trieu Nguyen-PTDT 12/27/2023 3:56 PM KĐT gửi anh Tuan Tran-CEO báo cáo cập nhật dự án KDC Long Phước có quy mô 18ha tại Phường Long Phước, Q9, TPHCM của chủ đầu tư Song Đạt, có giá chào bán 2200 tỷ: A/ Vị trí và hiện trang: + Dự án tiếp giáp với đường Long Phước, phường Long Phước, Q9, TPHCM, và có các mặt tiếp xúc kênh rạch cách cầu Long Đại khoảng 5km và cầu Trường Phước khoảng 4km, cách KCN cao khoảng 14,3kn, cách trung tâm Q1 khoảng 23,6km + Dự án đã được san lắp và làm hạ tầng giao thông khoảng 80% + Dự án nằm gần các dự án đầu mối hạ tầng giao thông quan trọng: B/ Pháp lý dự án: 1/ Pháp lý đất: + Đã hoàn thành tiền sử dụng đất và có GCNQSDĐ cho 180.123m2, mục đích sử dụng là đất ở đô thị, thời hạn lâu dài đối với phần thương phẩm đất ở và có thời hạn đến 07/08/2056 đối với phần đất công cộng kinh doanh 2/ Pháp lý quy hoạch: + QH 1/2000 năm 2013: + Đã Phê duyệt Q/H chi tiết 1/500 số 507/QĐ-UB ngày 30/12/2009, phù hợp QH 1/2000 theo quyết định số 5258/QĐ-UBND duyệt ngày 25/09/2013 "
căn hộ dịch vụ quận 2 1,,Căn hộ Dịch vụ Quận 2 (1,1,2024-03-13,2024-03-13,https://maps.app.goo.gl/4E1Yi9DPgpF2CdaE7,"1.143m²; 143,4m²; 4.922m²; 7.672m²; 1.510m²; 143m²",123 tỷ; 230 tỷ; 353 tỷ,"Sinh Nguyen-Dau Tu 3/13/2024 10:22 AM Translate K.ĐT báo cáo anh Tuan Tran-CEO, dự án Căn hộ Dịch vụ Quận 2 (1.143m²) MT Đường số 12, phường An Khánh, Thành phố Thủ Đức, Thành phố Hồ Chí Minh (Nguồn Mr. Sơn – Trợ lý TGĐ) như sau: 1/ Vị trí + Tiếp giáp mặt tiền Đường số 12 rộng 12m, đường trải nhựa, bên hông quy hoạch đường rộng 12m, phía sau quy hoạch đường rộng 30m + Cách đường Trần Não khoảng 210m, cách đường Lương Định Của khoảng 550m + Bên hông tài sản giáp Ký túc xá trường Đại học Giao thông Vận tải, cách KĐT Thủ Thiêm khoảng 1,5km 2/ Hiện trạng: 2 căn nhà 2 tầng, hiện đang cho thuê 3/ Pháp lý đất: - Giấy chứng nhận Quyền SDĐ, QSHNO và tài sản gắn liền với đất, ngày 07/07/2022 do Sở Tài nguyên và Môi trường, TP.HCM cấp: + Thửa 526, tờ bản đồ số 20 + Diện tích đất: 1.143,4m² + Mục đích sử dụng: Đất ở tại đô thị + Thời hạn sử dụng: Lâu dài 4/ Pháp lý đầu tư: Chưa có/Chưa được cung cấp 5/ Quy hoạch - Vị trí khu đất thuộc quy hoạch đất ở xây dựng mới - Căn cứ Thông tin Quy hoạch Thành"
tuy có bãi biển đẹp,,tuy có bãi biển đẹp,1,2024-04-01,2024-04-01,https://maps.app.goo.gl/E7ucSVc9hHKpPNDQ6,72ha; 233 ha; 9ha,,"Thao L - INVT 4/1/2024 12:13 PM Edited Translate K.ĐT báo cáo anh Tuan Tran-CEO về Khu đất nghiên cứu tại Tam Hải và Tam Hòa, huyện Núi Thành, tỉnh Quảng Nam (Nguồn Mr. Tâm) như sau: 1. Vị trí: Tam Hải và Tam Hòa, huyện Núi Thành, tỉnh Quảng Nam, gần giáp biển, cách: - Sân bay Chu Lai: 25Km- 35p - TP. Tam Kỳ: 20Km – 30p - TP. Hội An: 55Km – 1g10p - TP. Đà Nẵng: 100Km – 1g40p 2. Link maps: https://maps.app.goo.gl/E7ucSVc9hHKpPNDQ6 3. Tổng quan Quảng Nam: - Du lịch Quảng Nam tập trung chủ yếu tại các địa điểm như: Hội An, Mỹ Sơn và Cù lao Chàm. Thị trường du lịch năm 2023 hồi phục tích cực xấp xỉ gần bằng thời kỳ trước dịch 2019. - Khí hậu phân cực rõ 02 mùa: Mùa mưa và mùa khô: Mùa mưa không thuận lợi cho khai thác du lịch vì thường xuyên có lũ lụt, bão và ấp thấp. Chỉ có thể khai thác du lịch khoảng nửa năm vào mùa khô. 4. Định hướng phát triển khu vực khu đất đang nghiên cứu: Theo định hướng trên: - Khu vực hướng càng gần về cụm du lịch Hội An – Đà Nẵng (Thăng Bình, Tam Kỳ) được quy h"
khu đô thị mới g1,,KHU ĐÔ THỊ MỚI G1,1,2024-05-27,2024-05-27,https://maps.app.goo.gl/dAy23L3wP3mTsMM88; https://maps.app.goo.gl/QydbrwwdHVvcm7keA,"45,27ha; 344ha; 300ha; 37,104ha",,"Thao L - INVT 5/27/2024 10:52 AM Translate Khối Đầu tư báo cáo anh Tuan Tran-CEO đánh giá sơ bộ về 02 DỰ ÁN KHU ĐÔ THỊ MỚI G1, G2 HUYỆN ĐÔNG ANH, THÀNH PHỐ HÀ NỘI (Dự án của Anh Tâm) I. Thông tin về dự án G1 1. Vị trí *Hiện trạng: - Tiếp giáp phía tây là đường Song hành song song Vành Đai 3 – Võ Văn Kiệt - Link: https://maps.app.goo.gl/dAy23L3wP3mTsMM88 - Tổng diện tích: 45,27ha - Cách trung tâm Hà Nội: 25Km -30p - Cách Sân bay Nội Bài: 10Km - 15p - Đối diện (xéo) Khu công nghiệp Quang Minh 344ha (H. Mê Linh) - Cách Khu công nghiệp Đông Anh 300ha (tương lai) khoảng 10Km *Quy hoạch: - Tiếp giáp phía bắc là đường Song hành song song Vành Đai 3 và Tuyến đường sắt Hà Nội 2. Chức năng sử dụng đất - Đất thương phẩm chiếm tỷ lệ 46,23%: Xây dựng cao tầng (9-25 tầng), dân số 4.300 dân. II. Thông tin về dự án G2 1. Vị trí *Hiện trạng: - Tiếp giáp phía đông là đường Tỉnh lộ 23 - Link: https://maps.app.goo.gl/QydbrwwdHVvcm7keA - Tổng diện tích: 37,104ha - Cách trung tâm Hà Nội: 19Km - 40p - Cách S"
đang ở giai đoạn đ,,đang ở giai đoạn đ,1,2024-07-24,2024-07-24,,,600 tỷ,"Huy M - IM 7/24/2024 8:27 AM https://vnexpress.net/do-no-vi-gia-dat-4773470.html Đổ nợ vì giá đất Sau hai năm gặp lại, tôi thấy anh gầy rộc, già đi nhiều so với tuổi 49. Anh cười gượng tiết lộ: anh bị tạm hoãn xuất cảnh. Công ty do anh làm giám đốc đang nợ tiền sử dụng đất hơn 600 tỷ đồng. vnexpress.net CKG hiện nay nhiều dự án đang ở giai đoạn đ... by Huy M - IM"
pgk phương án 900 tỷ,,PGK phương án 900 tỷ,1,2024-09-17,2024-09-17,,,900 tỷ; 10 tỷ,"Trieu Nguyen-PTDT 9/17/2024 5:27 PM Edited Translate Em gửi anh hiệu quả dự án PGK phương án 900 tỷ: + LNTT / TMĐT : 14,15% + NPV = -10 tỷ + IRR = 10,7% + Thời gian hoàn vốn: 4,75 năm => Dự án chưa đạt hiệu quả đầu tư Giá vốn bao nhiêu thì ổn, em cho chạy các m... by Unknown User"
1 lợi nhuận trước thuế tmđt 22,,1 - Lợi nhuận trước thuế/TMĐT 22,1,2024-09-18,2024-09-18,,,600 tỷ; 650 tỷ; 700 tỷ; 750 tỷ; 800 tỷ; 850 tỷ; 900 tỷ; 950 tỷ; 1000 tỷ; 1050 tỷ; 1100 tỷ,"Trieu Nguyen-PTDT 9/18/2024 11:50 AM Translate Stt Nội dung 600 tỷ 650 tỷ 700 tỷ 750 tỷ 800 tỷ 850 tỷ 900 tỷ 950 tỷ 1000 tỷ 1050 tỷ 1100 tỷ Hiệu quả dự án 1 - Lợi nhuận trước thuế/TMĐT 22,9% 21,3% 19,8% 18,4% 16,9% 15,5% 14,1% 12,8% 11,5% 10,2% 9,0% 2 - NPV (tỷ suất chiết khấu 11%) (tỷ đồng) 241 199 157 115 73 32 (10) (51) (94) (136) (178) 3 - IRR chủ đầu tư 20,1% 18,2% 16,5% 14,9% 13,4% 12,0% 10,7% 9,5% 8,4% 7,3% 6,3% 4 - Thời gian hoàn vốn chủ đầu tư (không chiết khấu) 3,75 năm 4, năm 4, năm 4,5 năm 4,5 năm 4,75 năm 4,75 năm 4,75 năm 5, năm 5, năm 5, năm em mới gửi định dạng excel. Anh có xem được... by Unknown User"
kdc đại nam,,KDC Đại Nam,1,2024-10-02,2024-10-02,,"96,7ha",9tr/m2; 11tr/m2,"Thao L - INVT 10/2/2024 3:47 PM Edited Translate K.ĐT báo cáo anh Mr Mike1 -CEO về thị trường dự án KDC Đại Nam như sau: I. THÔNG TIN DỰ ÁN: - Vị trí dự án : Mặt tiền QL13, Chơn Thành, Bình Phước - Chủ đầu tư : Đại Nam - Quy mô : 96,7ha - 2.459 lô - Loại hình : Phân lô bán nền - Năm mở bán : 2018 – block A - Pháp lý : Đã có GCNQSDĐ từng lô - Hiện trạng : Hạ tầng kỹ thuật đã hoàn thiện 90% Hạ tầng xã hội chưa hoàn thiện II. THÔNG TIN THỊ TRƯỜNG: - Hiện trạng: + Giao dịch trên thị trường rất chậm và ít, chủ yếu là do nhà đầu tư cá nhân phải bán tháo, cắt lỗ với mức giá thấp để thu hồi vốn. + Hiện rất ít dân cư. + Đơn giá đất tại dự án giảm khoảng 20% - 30% so với năm 2022. - Đơn giá đất tại dự án: + Q3.2024 : 7 - 9tr/m2 (tùy thuộc vào vị trí) + Q2.2022 : 10 - 11tr/m2 (tùy thuộc vào vị trí) => Giảm 20% - 30% 2024.10.02 KDC Đại Nam.pdf Vào phòng họp em mở màn hình lớn nhé. giờ l... by Unknown User"
westgate của angia 38 tr m2 vị trí trung tâm huyện bình chánh thấp hơn mức giá trung bình của,,Westgate của AnGia – 38 tr/m2 (vị trí trung tâm Huyện Bình Chánh) + Thấp hơn mức giá trung bình của ,1,2024-10-07,2024-10-07,,82 m2; 60 m2,42 tr/m2; 46 tr/m2; 38 tr/m2; 50 tr/m2; 80 tr/m2; 60 tr/m2,"Huy M - IM 10/7/2024 8:30 AM Translate Hiện tại mình đang set giá bán chung cư hiện trạng là 42 tr/m2, lúc mở bán 46 tr/m2 (đã tăng 10% so với giá đề xuất năm 2023) và giá này: + Đang cao hơn 10% so với dự án Westgate của AnGia – 38 tr/m2 (vị trí trung tâm Huyện Bình Chánh) + Thấp hơn mức giá trung bình của Akari – Nam Long khoảng 10% - 44 – 50 tr/m2 (Vị trí và tiện ích của Akari có nhỉnh hơn mình một chút). Akari đang bán được giá cao một phần cũng do họ làm theo phong cách Nhật, diện tích trung bình 1 căn nhỏ. Điểm trừ lớn của dự án mình khiến không set giá Bán cao được là do theo QH 1.500 được duyệt từ năm 2008 diện tích trung bình 1 căn quá lớn lên tới 82 m2/căn (trung bình thị trường tầm 60 m2/căn) Về giá bán biệt thự mình đang bán 80 tr/m2, giá bán của khu bên trong dự án đang khoảng 60 tr/m2 Nên giá bán theo hiện trạng của dự án đang đề xuất cũng là ở mức phù hợp à. Ok a by Unknown User"
hoàng cát center,,Hoàng Cát Center,1,2024-10-16,2024-10-16,,,9tr/m2; 120 tỷ; 3.3tr/m2; 4.4tr/m2; 84 tỷ,"Thao L - INVT 10/16/2024 2:30 PM Translate KĐT báo cáo anh Mr Mike1 -CEO về dự án Hoàng Cát Center, cập nhật bổ sung như sau: I. TIỀN CHUYỂN MỤC ĐÍCH SỬ DỤNG ĐẤT 1. Thời điểm tính tiền sử dụng đất: 2022 Quyết định 230/QĐ-UBND ngày 19/01/2022 do UBND tỉnh Bình Dương ban hành Về việc cho phép chuyển mục đích sử dụng đất để thự hiện dự án Hoàng Cát Center => Theo như Luật đất đai 2024, thời điểm định giá tính tiền sử dụng đất là thời điểm cho phép chuyển mục đích sử dụng đất => Tiền sử dụng đất được tính vào thời điểm năm 2022 - năm thị trường ổn định và đơn giá bán áp dụng vào phương pháp thăng dư khá cao. Tuy nhiên, hiện P.ĐT đang để đơn giá bán là 9tr/m2 gồm VAT đã khá thấp so với giá thị trường năm 2022. 2. Tiền sử dụng đất ở hoàng Cát Center: 120 tỷ ~ 3.3tr/m2 thương phẩm năm 2022 Một ví dụ so sánh khác: Dự án Khu nhà ở Bình Mỹ 2 tại Bình Mỹ, Bắc Tân Uyên, Bình Dương + Văn bản Duyệt đơn giá đất tính nghĩa vụ tài chính ban hành 11/03/2024. (đính kèm) + Thời điểm định giá: 09/2019 - th"
chung cư trường thịnh,,Chung cư Trường Thịnh,1,2024-11-27,2024-11-27,https://maps.app.goo.gl/NT8XaQJv76yrgG946,71.498m²; 132m²,3.248 tỷ; 2.674 tỷ; 1.464 tỷ; 960 tỷ; 506 tỷ; 234 tỷ,"Sinh Nguyen-Dau Tu 11/27/2024 2:17 PM Translate K.ĐT báo cáo anh Mr Mike1 -CEO về dự án Chung cư Trường Thịnh, mặt tiền đường Trần Não, phường Bình An, Quận 2 (nay là TP. Thủ Đức) Thành phố Hồ Chí Minh như sau: 1/ Vị trí: - Tọa lạc trong dự án Khu nhà ở tại phường Bình An, Quận 2, mặt tiền đường Trần Não, cách Bùng Binh Lương Định Của - Trần Não khoảng 250m, cách vòng xoay An Phú khoảng 2,3km - Dự án liền kề khu đô thị mới Thủ Thiêm, cách nhà ga Thủ Thiêm khoảng 1,2km 2/ Hiện trạng: Đất trống và có vài hộ dân sinh sống (theo hình ảnh vệ tinh) 3/ Pháp lý Đất: - Đã có quyết định giao đất. - Dự án đã hoàn thành nghĩa vụ tài chính - Chưa được cung cấp Giấy chứng nhận QSD Đất 4/ Pháp lý Xây dựng: - Đã có quyết định số 18/QĐ-SXD-PTN ngày 04/02/2009 về viêc phê duyệt dự án đầu tư xây dựng do Sở Xây dựng cấp (đã hết thời hạn). Tuy nhiên, phương án tiêu thụ sản phẩm là bán cho cán bộ công nhân viên chức - Mật độ xây dựng 51% - Hệ số sử dụng Đất: 9,7 - Tổng diện tích sàn nổi xây dựng: 71.498m², "
chưa phê duyệt quyết định chấp thuận chủ trương đầu tư,,chưa phê duyệt quyết định/ chấp thuận chủ trương đầu tư,1,2024-12-06,2024-12-06,,"2000m2; 058,1m2",,"Huy M - IM 12/6/2024 8:41 AM Translate 4. Ý kiến của Phòng: - Ưu điểm: khu đất có hiện trạng địa hình thuận lợi, do 02 cá nhân (đại diện pháp nhân công ty Việt An) đang sử dụng đất đã được cấp GCNQSDĐ vì vậy sẽ rút ngắn được thủ tục thỏa thuận, bồi thường GPMB. - Nhược điểm: 3/4 + Phần đất TMD diện tích 2000m2 đã hết hạn sử dụng từ tháng 12/2020 và không được cơ quan nhà nước đồng ý gia hạn. + Phần ranh đất quy hoạch đang có sự sai khác với GCNQSDĐ nên cần phải kiểm tra, rà soát kỹ lại nội dung này để tránh tranh chấp, phát sinh thêm các thửa đất mới nằm trong ranh quy hoạch, cũng như hoàn tất việc thực hiện chuyển đổi, chuyển nhượng, góp vốn… QSDĐ từ cá nhân sang công ty Việt An; + Dự án chưa phê duyệt quyết định/ chấp thuận chủ trương đầu tư, ngoài ra công ty Việt An chưa đủ QDSĐ hợp pháp để thực hiện dự án nhà ở thương mại trong thời điểm này sẽ gặp nhiều khó khăn, vì theo quy định trường hợp này sẽ thực hiện lựa chọn nhà đầu tư theo hình thức đấu giá/ đấu thầu sau khi có quyết định"
mở bán mới dự kiến ở thị trường hcm,,mở bán mới/dự kiến ở thị trường HCM,1,2024-12-07,2024-12-07,,,61tr/m2; 111tr/m2; 55tr/m2; 290tr/m2; 50tr/m2,"Mr Mike1 -CEO 12/7/2024 1:27 PM Translate Hội nghị BĐS Việt Nam “VRES 2024” qua các con số - 58% là giá chung cư Hà nội tăng trong năm 2024, trong khi đó thị trường HCM chỉ ở mức tăng khiêm tốn là 17%. - 31.3 là số năm kiếm tiền mà thế hệ 7X có thể mua được nhà, với 8X là 22.7 năm và 9X là 25.8 năm, thế hệ trẻ nào cũng khó mua nhà không chỉ mỗi GenZ. - 61tr/m2 là giá trung bình thị trường chung cư HN, sau 10 năm thì giá HN đã vượt hơn thị trường HCM 20%. - 111tr/m2 là trung bình cộng các dự án mở bán mới/dự kiến ở thị trường HCM, trong đó thấp nhất là Mizuki với giá 55tr/m2 và cao nhất đang là Opusk Thủ Thiêm với giá 290tr/m2. - 7.5 lần là số lượng quan tâm tăng trưởng của người HCM gia tăng tìm kiếm khi thấy thị trường HN sốt nóng trong cả năm 2024. - 67% nguồn cung sơ cấp và thứ cấp chung cư ở thị trường HN đang được cao cấp hóa với mức giá >55tr/m2, dự báo trong năm 2025 Hà Nội sẽ biến mất phân khúc sơ cấp với mức giá 50tr/m2. - 66% trong số khảo sát các nhà đầu tư HN có quan tâm đế"
có tỷ lệ lntt tmdt đạt hiệu quả nhưng không đạt hiệu quả về chỉ tiêu irr,,có tỷ lệ LNTT/TMDT đạt hiệu quả nhưng không đạt hiệu quả về chỉ tiêu IRR,1,2024-12-16,2024-12-16,https://goo.gl/maps/eqfdgJBc7XT7VhAW8,50ha,,"Huy M - IM 12/16/2024 5:49 PM Translate 8) Hiệu quả tài chính: • Lợi nhuận trước thuế/TMĐT: 24.1% • NPV chủ đầu tư: (20,637) • IRR chủ đầu tư: 11.68% 9) Kết luận: Dự án có tỷ lệ LNTT/TMDT đạt hiệu quả nhưng không đạt hiệu quả về chỉ tiêu IRR, NPV 10) Đề xuất: • Thị trường huyện Vĩnh Tường và Yên Lạc chưa phù hợp với việc phát triển trung tâm thương mại dịch vụ vì nhu cầu thị trường thấp, tính thanh khoản kém. Để dự án đạt hiệu quả hơn, K.ĐT đề xuất chuyển toàn bộ (hoặc đa phần) đất TMDV sang đất ở để tạo tính thanh khoản cao và phù hợp nhu cầu thị trường thực tế. Link vị trí: https://goo.gl/maps/eqfdgJBc7XT7VhAW8 Link hồ sơ: 50ha Vĩnh Phúc - OneDrive (sharepoint.com) Google Maps Tìm kiếm các doanh nghiệp địa phương, xem bản đồ và tìm chỉ đường trên Google Maps. goo.gl Image Vị trí dự án 50ha và vị trí dự án ... by Huy M - IM"
hoa viên vĩnh thanh tại đường nhánh của đường dt19,,Hoa viên Vĩnh Thanh tại đường nhánh của đường DT19,1,2024-12-27,2024-12-27,https://maps.app.goo.gl/yVp7cfpfnfdzb7mV7,57ha,"1tr/m2; 570 tỷ; 15,934 tỷ; 8,485 tỷ; 6.150tr/m2","Thao L - INVT 12/27/2024 5:02 PM Translate K.ĐT báo cáo nhanh anh Mr Mike1 -CEO sơ bộ về quỹ đất dự án Hoa viên Vĩnh Thanh tại đường nhánh của đường DT19, Vĩnh Thanh, Nhơn Trạch, Đồng Nai (Nguồn: Mr. Ka) như sau: 1. Thông tin, vị trí và hiện trạng: a. Thông tin: - Dự án Hoa viên với tổng diện tích đất là 57ha. - Giá đền bù ước tính: 1tr/m2 ~ 570 tỷ. b. Hiện trạng và hạ tầng: - Dự án tiếp giáp đường nhánh của đường DT19 (rộng khoảng 6 - 8m), Vĩnh Thanh, Nhơn Trạch, Đồng Nai. - Cách Cao tốc Bến Lức – Long Thành (2025) khoảng 700m. - Cách sông Đồng Nai khoảng 1Km. - Khu vực dự án là vùng đất trũng, thấp, chủ yếu là bùn lầy và hồ nuôi thủy sản. 2. So sánh Dự án Hoa viên Vĩnh Thanh và Hoa viên Sala Garden: 3. Pháp lý: Hiện tại Pháp lý của dự án Hoa viên Vĩnh Thanh đang dừng tại bước góp ý hồ sơ quyết định CTĐT. PLDA hiện chưa có bất kì hồ sơ trọng điểm về Đầu tư, Đất, Quy hoạch, Xây dựng. Dự án thuộc Trường hợp đấu thầu lựa chọn nhà đầu tư thực hiện dự án có sử dụng đất. Thông tin về Pháp l"
nữa tính ra thì đúng là như vậy,,nữa Tính ra thì đúng là như vậy,1,2025-01-20,2025-01-20,,2000ha,,"Unknown User 1/20/2025 11:58 AM Tính ra đi mua ở đây là còn rẻ hơn tự đi làm dự án nữa Tính ra thì đúng là như vậy. Tuy nhiên khu vực Chơn Thành Bình Phước thị trường còn yếu, nhiều dự án bán chủ yếu đầu cơ, không có dân về ở. Khu KCN Becamex hơn 2000ha cũng chỉ mới lắp đầy hơn 10%. Chưa kể kcn cũng sẽ có quy hoạch khu nhà ở cho người lao động… nên các khu này nếu mua thì phải đợi rất lâu. Team cũng đang đánh giá khu đất Đường Nguyên Văn Linh, đang chờ anh Tài gửi Quy Hoạch mới nhất để rà soát và báo CEO à Thì vậy mới là đầu cơ anh. Đợi thị trường r... by Unknown User"
